捷	E_COMPANY
存	B_PRODUCT
储	M_PRODUCT
服	M_PRODUCT
务	M_PRODUCT
器	E_PRODUCT
和	O
S	B_PRODUCT
S	M_PRODUCT
D	M_PRODUCT
产	M_PRODUCT
品	E_PRODUCT
的	O
生	O
产	O
服	O
务	O
，	O
为	O
该	O
业	O
务	O
增	O
加	O
新	O
的	O
利	O
润	O
增	O
长	O
点	O
。	O
在	O
消	O
费	O
与	O
通	O
讯	O
电	O
子	O
领	O
域	O
，	O
2	O
0	O
1	O
5	O
华	O
为	O
手	O
机	O
业	O
务	O
销	O
量	O
迅	O
速	O
增	O
长	O
，	O
公	O
司	O
为	O
满	O
足	O
华	O
为	O
业	O
务	O
攀	O
升	O
的	O
需	O
求	O
，	O
积	O
极	O
调	O
配	O
和	O
扩	O
充	O
产	O
能	O
，	O
并	O
在	O
原	O
有	O
手	O
机	O
业	O
务	O
的	O
基	O
础	O
上	O
，	O
延	O
伸	O
业	O
务	O
合	O
作	O
范	O
围	O
，	O
拓	O
展	O
了	O
华	B_COMPANY
为	E_COMPANY
数	B_PRODUCT
据	M_PRODUCT
卡	E_PRODUCT
和	O
平	B_PRODUCT
板	E_PRODUCT
业	O
务	O
，	O
公	O
司	O
与	O
华	B_COMPANY
为	E_COMPANY
的	O
合	O
作	O
得	O
到	O
进	O
一	O
步	O
加	O
深	O
。	O
同	O
时	O
，	O
公	O
司	O
积	O
极	O
开	O
拓	O
市	O
场	O
，	O
2	O
0	O
1	O
5	O
年	O
下	O
半	O
年	O
成	O
功	O
导	O
入	O
华	O
勤	O
、	O
v	B_COMPANY
i	M_COMPANY
v	M_COMPANY
o	E_COMPANY
等	O
新	O
客	O
户	O
，	O
进	O
一	O
步	O
扩	O
大	O
了	O
公	O
司	O
在	O
消	B_PRODUCT
费	M_PRODUCT
与	M_PRODUCT
通	M_PRODUCT
讯	M_PRODUCT
电	M_PRODUCT
子	M_PRODUCT
产	M_PRODUCT
品	E_PRODUCT
生	O
产	O
的	O
影	O
响	O
力	O
和	O
市	O
场	O
份	O
额	O
。	O
1	O
）	O
本	O
公	O
司	O
在	O
国	B_COMPANY
家	M_COMPANY
电	M_COMPANY
网	M_COMPANY
公	M_COMPANY
司	E_COMPANY
电	O
能	O
表	O
2	O
0	O
1	O
4	O
年	O
第	O
一	O
批	O
到	O
第	O
四	O
批	O
项	O
目	O
中	O
累	O
计	O
中	O
标	O
1	O
1	O
9	O
.	O
6	O
4	O
万	O
只	O
，	O
合	O
同	O
总	O
价	O
约	O
2	O
.	O
2	O
8	O
亿	O
元	O
人	O
民	O
币	O
，	O
截	O
止	O
报	O
告	O
日	O
已	O
全	O
部	O
履	O
行	O
完	O
毕	O
。	O
根	O
据	O
公	O
司	O
与	O
I	B_COMPANY
B	M_COMPANY
M	E_COMPANY
签	O
署	O
的	O
《	O
框	O
架	O
合	O
作	O
协	O
议	O
》	O
和	O
《	O
关	O
于	O
N	O
B	O
N	O
L	O
项	O
目	O
的	O
补	O
充	O
协	O
议	O
》	O
，	O
本	O
公	O
司	O
是	O
I	B_COMPANY
B	M_COMPANY
M	E_COMPANY
全	O
球	O
智	O
能	O
电	O
表	O
终	O
端	O
产	O
品	O
供	O
应	O
商	O
，	O
I	B_COMPANY
B	M_COMPANY
M	E_COMPANY
本	O
次	O
中	O
标	O
的	O
N	B_PRODUCT
B	M_PRODUCT
N	M_PRODUCT
L	M_PRODUCT
智	M_PRODUCT
能	M_PRODUCT
电	M_PRODUCT
表	E_PRODUCT
项	O
目	O
合	O
同	O
将	O
全	O
部	O
由	O
本	O
公	O
司	O
从	O
2	O
0	O
1	O
4	O
年	O
1	O
1	O
月	O
开	O
始	O
执	O
行	O
，	O
截	O
止	O
报	O
告	O
期	O
末	O
已	O
执	O
行	O
完	O
毕	O
。	O
继	O
续	O
深	O
化	O
与	O
京	O
东	O
方	O
、	O
熊	O
猫	O
、	O
彩	O
虹	O
、	O
华	B_COMPANY
星	M_COMPANY
光	M_COMPANY
电	E_COMPANY
等	O
重	O
点	O
客	O
户	O
的	O
合	O
作	O
，	O
重	O
点	O
执	O
行	O
好	O
京	O
东	O
方	O
B	O
9	O
、	O
B	O
1	O
0	O
项	O
目	O
，	O
认	O
真	O
总	O
结	O
经	O
验	O
，	O
努	O
力	O
提	O
升	O
服	O
务	O
档	O
次	O
，	O
确	O
保	O
万	O
无	O
一	O
失	O
。	O
积	O
极	O
跟	O
进	O
与	O
争	O
取	O
华	B_COMPANY
星	E_COMPANY
t	O
1	O
增	O
产	O
、	O
华	B_COMPANY
星	M_COMPANY
G	M_COMPANY
1	M_COMPANY
1	E_COMPANY
、	O
京	O
东	O
方	O
B	O
1	O
1	O
、	O
B	O
1	O
2	O
、	O
深	O
圳	O
柔	O
宇	O
等	O
项	O
目	O
，	O
继	O
续	O
保	O
持	O
在	O
显	O
示	O
设	O
备	O
物	O
流	O
服	O
务	O
的	O
第	O
一	O
梯	O
队	O
。	O
工	O
厂	O
物	O
流	O
方	O
面	O
，	O
神	O
彩	O
物	O
流	O
立	O
足	O
惠	B_COMPANY
州	M_COMPANY
T	M_COMPANY
C	M_COMPANY
L	E_COMPANY
工	O
厂	O
物	O
流	O
业	O
务	O
，	O
着	O
手	O
建	O
立	O
工	O
厂	O
物	O
流	O
样	O
板	O
仓	O
，	O
拓	O
展	O
并	O
中	O
标	O
景	O
田	O
、	O
京	O
东	O
、	O
怡	O
宝	O
等	O
客	O
户	O
的	O
珠	B_COMPANY
三	M_COMPANY
角	E_COMPANY
运	O
输	O
业	O
务	O
及	O
中	B_COMPANY
山	M_COMPANY
空	M_COMPANY
调	M_COMPANY
工	M_COMPANY
厂	E_COMPANY
物	O
流	O
项	O
目	O
。	O
L	B_COMPANY
E	M_COMPANY
D	M_COMPANY
液	M_COMPANY
晶	E_COMPANY
显	O
示	O
业	O
务	O
方	O
面	O
，	O
紧	O
跟	O
京	B_COMPANY
东	M_COMPANY
方	E_COMPANY
、	O
华	B_COMPANY
星	M_COMPANY
光	M_COMPANY
电	E_COMPANY
、	O
熊	O
猫	O
的	O
新	O
产	O
线	O
上	O
线	O
，	O
继	O
续	O
保	O
持	O
整	O
个	O
产	O
业	O
链	O
条	O
上	O
的	O
合	O
作	O
关	O
系	O
，	O
扩	O
大	O
业	O
务	O
操	O
作	O
量	O
，	O
南	O
京	O
熊	O
猫	O
8	O
.	O
5	O
代	O
线	O
相	O
关	O
物	O
流	O
服	O
务	O
业	O
务	O
增	O
长	O
明	O
显	O
。	O
主	O
动	O
收	O
缩	O
供	O
应	O
链	O
业	O
务	O
体	O
量	O
，	O
规	O
避	O
业	O
务	O
风	O
险	O
，	O
集	O
中	O
精	O
力	O
做	O
好	O
石	O
材	O
供	O
应	O
链	O
一	O
体	O
化	O
业	O
务	O
。	O
市	O
场	O
拓	O
展	O
方	O
面	O
，	O
上	O
半	O
年	O
捷	O
达	O
公	O
司	O
参	O
与	O
了	O
咸	O
阳	O
彩	O
虹	O
8	O
.	O
6	O
代	O
线	O
、	O
成	O
都	O
熊	O
猫	O
8	O
.	O
6	O
代	O
线	O
、	O
深	B_COMPANY
圳	M_COMPANY
华	M_COMPANY
星	M_COMPANY
光	M_COMPANY
电	M_COMPANY
3	M_COMPANY
0	M_COMPANY
0	M_COMPANY
K	E_COMPANY
扩	O
产	O
项	O
目	O
、	O
武	B_COMPANY
汉	M_COMPANY
华	M_COMPANY
星	M_COMPANY
光	M_COMPANY
电	E_COMPANY
T	O
3	O
二	O
标	O
段	O
业	O
务	O
、	O
深	B_COMPANY
圳	M_COMPANY
柔	M_COMPANY
宇	M_COMPANY
柔	M_COMPANY
性	M_COMPANY
O	M_COMPANY
L	M_COMPANY
E	M_COMPANY
D	M_COMPANY
液	M_COMPANY
晶	E_COMPANY
面	O
板	O
生	O
产	O
线	O
等	O
5	O
个	O
大	O
型	O
项	O
目	O
，	O
除	O
深	O
圳	O
柔	O
宇	O
还	O
未	O
开	O
标	O
外	O
，	O
其	O
余	O
项	O
目	O
均	O
有	O
中	O
标	O
。	O
c	O
.	O
中	B_COMPANY
电	M_COMPANY
桑	M_COMPANY
飞	M_COMPANY
公	M_COMPANY
司	E_COMPANY
发	O
挥	O
飞	B_COMPANY
利	M_COMPANY
浦	E_COMPANY
品	O
牌	O
优	O
势	O
，	O
大	O
力	O
开	O
拓	O
国	O
内	O
智	O
慧	O
照	O
明	O
市	O
场	O
，	O
签	O
订	O
上	O
海	O
路	O
灯	O
智	O
能	O
照	O
明	O
项	O
目	O
及	O
福	O
州	O
、	O
佛	O
山	O
、	O
深	O
圳	O
等	O
地	O
的	O
3	O
个	O
单	O
体	O
智	O
能	O
照	O
明	O
亮	O
化	O
工	O
程	O
与	O
上	B_COMPANY
海	M_COMPANY
普	M_COMPANY
天	E_COMPANY
、	O
中	B_COMPANY
广	M_COMPANY
核	E_COMPANY
等	O
国	O
内	O
大	O
型	O
E	B_COMPANY
M	M_COMPANY
C	M_COMPANY
公	M_COMPANY
司	E_COMPANY
建	O
立	O
战	O
略	O
合	O
作	O
关	O
系	O
。	O
公	O
司	O
在	O
项	O
目	O
开	O
发	O
方	O
面	O
呈	O
现	O
新	O
的	O
亮	O
点	O
，	O
全	O
面	O
承	O
揽	O
了	O
华	B_COMPANY
星	M_COMPANY
光	M_COMPANY
电	M_COMPANY
T	M_COMPANY
2	E_COMPANY
项	O
目	O
实	O
验	O
线	O
的	O
物	O
流	O
运	O
输	O
、	O
中	O
标	O
了	O
重	O
庆	O
京	B_COMPANY
东	M_COMPANY
方	E_COMPANY
B	O
8	O
项	O
目	O
成	O
品	O
陆	O
运	O
、	O
中	O
标	O
了	O
华	B_COMPANY
星	M_COMPANY
光	M_COMPANY
电	M_COMPANY
T	M_COMPANY
2	E_COMPANY
项	O
目	O
二	O
标	O
段	O
的	O
韩	O
国	O
线	O
物	O
流	O
业	O
务	O
。	O
争	O
取	O
华	B_COMPANY
为	E_COMPANY
、	O
魅	O
族	O
两	O
大	O
品	O
牌	O
手	O
机	O
的	O
线	O
上	O
代	O
理	O
资	O
源	O
，	O
完	O
成	O
了	O
手	O
机	O
定	O
制	O
项	O
目	O
，	O
形	O
成	O
了	O
以	O
手	B_PRODUCT
机	E_PRODUCT
产	O
品	O
为	O
主	O
导	O
，	O
移	B_PRODUCT
动	M_PRODUCT
电	M_PRODUCT
源	E_PRODUCT
、	O
手	B_PRODUCT
机	M_PRODUCT
配	M_PRODUCT
件	E_PRODUCT
等	O
手	O
机	O
周	O
边	O
产	O
品	O
及	O
其	O
他	O
产	O
品	O
为	O
补	O
充	O
的	O
多	O
个	O
产	O
品	O
系	O
列	O
积	O
极	O
尝	O
试	O
自	O
媒	O
体	O
运	O
营	O
等	O
多	O
种	O
营	O
销	O
模	O
式	O
，	O
开	O
展	O
品	O
牌	O
推	O
广	O
、	O
粉	O
丝	O
运	O
营	O
及	O
商	O
品	O
销	O
售	O
。	O
报	O
告	O
期	O
内	O
，	O
公	O
司	O
的	O
客	O
户	O
数	O
量	O
已	O
达	O
2	O
0	O
0	O
0	O
+	O
家	O
，	O
已	O
服	O
务	O
的	O
客	O
户	O
包	O
括	O
金	O
融	O
、	O
保	O
险	O
、	O
广	O
电	O
、	O
运	O
营	O
商	O
、	O
互	O
联	O
网	O
服	O
务	O
商	O
、	O
游	O
戏	O
、	O
电	O
商	O
、	O
门	O
户	O
网	O
站	O
、	O
流	O
媒	O
体	O
、	O
云	O
计	O
算	O
、	O
政	O
府	O
机	O
构	O
等	O
，	O
如	O
中	O
国	O
移	O
动	O
、	O
腾	B_COMPANY
讯	E_COMPANY
、	O
阿	B_COMPANY
里	M_COMPANY
巴	M_COMPANY
巴	E_COMPANY
、	O
百	B_COMPANY
度	E_COMPANY
、	O
小	O
米	O
、	O
金	B_COMPANY
山	M_COMPANY
云	E_COMPANY
、	O
迅	B_COMPANY
雷	E_COMPANY
、	O
海	B_COMPANY
尔	E_COMPANY
、	O
太	B_COMPANY
平	M_COMPANY
洋	E_COMPANY
保	O
险	O
等	O
。	O
从	O
传	O
统	O
燃	O
油	O
车	O
辅	O
助	O
加	O
热	O
到	O
新	O
能	O
源	O
空	O
调	O
加	O
热	O
，	O
再	O
扩	O
展	O
到	O
新	O
能	O
源	O
电	O
池	O
加	O
热	O
，	O
汽	O
车	O
空	O
调	O
加	O
热	O
的	O
P	O
T	O
C	O
加	O
热	O
器	O
已	O
开	O
始	O
在	O
上	O
汽	O
、	O
奇	O
瑞	O
、	O
江	B_COMPANY
淮	E_COMPANY
、	O
北	B_COMPANY
汽	E_COMPANY
、	O
通	B_COMPANY
用	M_COMPANY
五	M_COMPANY
菱	E_COMPANY
、	O
众	B_COMPANY
泰	E_COMPANY
等	O
车	O
型	O
上	O
批	O
量	O
应	O
用	O
，	O
目	O
前	O
还	O
有	O
多	O
个	O
汽	O
车	O
厂	O
的	O
项	O
目	O
也	O
在	O
研	O
发	O
中	O
；	O
新	O
能	O
源	O
电	O
池	O
加	O
热	O
产	O
品	O
也	O
在	O
与	O
上	O
汽	O
、	O
柳	O
汽	O
、	O
比	B_COMPANY
亚	M_COMPANY
迪	E_COMPANY
、	O
国	O
轩	O
等	O
客	O
户	O
合	O
作	O
开	O
发	O
中	O
。	O
公	O
司	O
在	O
其	O
他	O
重	O
要	O
品	O
牌	O
客	O
户	O
微	B_COMPANY
软	E_COMPANY
、	O
华	B_COMPANY
为	E_COMPANY
、	O
O	O
P	O
P	O
O	O
、	O
v	B_COMPANY
i	M_COMPANY
v	M_COMPANY
o	E_COMPANY
、	O
小	O
米	O
、	O
联	B_COMPANY
想	E_COMPANY
、	O
中	B_COMPANY
兴	E_COMPANY
等	O
也	O
取	O
得	O
了	O
快	O
速	O
增	O
长	O
。	O
在	O
稳	O
定	O
现	O
有	O
三	O
大	O
客	O
户	O
日	B_COMPANY
本	M_COMPANY
J	M_COMPANY
C	M_COMPANY
S	E_COMPANY
、	O
全	O
球	O
开	O
利	O
、	O
韩	O
国	O
佑	O
理	O
已	O
批	O
量	O
产	O
品	O
份	O
额	O
的	O
同	O
时	O
，	O
大	O
力	O
开	O
发	O
新	O
客	O
户	O
新	O
产	O
品	O
：	O
通	O
过	O
飞	B_COMPANY
利	M_COMPANY
浦	E_COMPANY
供	O
应	O
商	O
资	O
格	O
审	O
核	O
；	O
阳	O
光	O
等	O
多	O
款	O
汽	O
车	O
传	O
感	O
器	O
全	O
面	O
导	O
入	O
全	O
球	O
日	O
产	O
体	O
系	O
；	O
与	O
三	B_COMPANY
星	E_COMPANY
在	O
白	O
色	O
家	O
电	O
传	O
感	O
器	O
领	O
域	O
深	O
化	O
战	O
略	O
合	O
作	O
；	O
与	O
伊	B_COMPANY
莱	M_COMPANY
克	M_COMPANY
斯	E_COMPANY
合	O
作	O
开	O
发	O
的	O
高	O
温	O
传	O
感	O
器	O
进	O
入	O
量	O
产	O
前	O
夜	O
。	O
视	O
讯	O
事	O
业	O
部	O
注	O
重	O
产	O
品	O
创	O
新	O
，	O
由	O
过	O
去	O
单	O
一	O
的	O
产	O
品	O
尺	O
寸	O
发	O
展	O
到	O
多	O
系	O
列	O
多	O
尺	O
寸	O
的	O
产	O
品	O
线	O
，	O
现	O
已	O
拥	O
有	O
L	B_PRODUCT
I	M_PRODUCT
F	M_PRODUCT
系	M_PRODUCT
列	E_PRODUCT
、	O
G	B_PRODUCT
系	M_PRODUCT
列	E_PRODUCT
、	O
F	B_PRODUCT
I	M_PRODUCT
M	M_PRODUCT
系	M_PRODUCT
列	E_PRODUCT
、	O
C	B_PRODUCT
3	M_PRODUCT
5	M_PRODUCT
0	M_PRODUCT
曲	M_PRODUCT
面	M_PRODUCT
系	M_PRODUCT
列	E_PRODUCT
等	O
多	O
种	O
完	O
全	O
自	O
主	O
设	O
计	O
开	O
模	O
的	O
产	O
品	O
；	O
2	O
0	O
1	O
6	O
年	O
下	O
半	O
年	O
公	O
司	O
成	O
功	O
引	O
进	O
新	O
的	O
客	O
户	O
台	O
湾	O
品	O
牌	O
“	O
A	O
C	O
E	O
R	O
”	O
，	O
目	O
前	O
已	O
发	O
展	O
成	O
四	O
大	O
主	O
体	O
客	O
户	O
，	O
包	O
括	O
现	O
有	O
客	O
户	O
群	O
（	O
A	O
O	O
C	O
体	O
系	O
）	O
、	O
美	O
国	O
品	O
牌	O
V	O
i	O
e	O
w	O
s	O
o	O
n	O
i	O
c	O
、	O
台	O
湾	O
品	O
牌	O
(	O
A	O
C	O
E	O
R	O
)	O
、	O
自	O
有	O
品	O
牌	O
（	O
H	B_COMPANY
S	M_COMPANY
O	E_COMPANY
）	O
；	O
实	O
现	O
销	O
售	O
区	O
域	O
全	O
球	O
化	O
，	O
国	O
内	O
、	O
亚	O
太	O
，	O
欧	B_COMPANY
洲	E_COMPANY
，	O
北	B_COMPANY
美	E_COMPANY
等	O
区	O
域	O
都	O
有	O
工	O
厂	O
所	O
生	O
产	O
的	O
产	O
品	O
；	O
同	O
时	O
，	O
增	O
加	O
电	O
商	O
销	O
售	O
渠	O
道	O
，	O
实	O
现	O
销	O
售	O
收	O
入	O
稳	O
步	O
增	O
长	O
。	O
另	O
外	O
，	O
为	O
应	O
对	O
未	O
来	O
显	O
示	O
技	O
术	O
的	O
升	O
级	O
，	O
公	O
司	O
加	O
大	O
了	O
研	O
发	O
力	O
度	O
，	O
已	O
顺	O
利	O
完	O
成	O
L	B_PRODUCT
T	M_PRODUCT
P	M_PRODUCT
S	M_PRODUCT
（	M_PRODUCT
低	M_PRODUCT
温	M_PRODUCT
多	M_PRODUCT
晶	M_PRODUCT
硅	M_PRODUCT
）	M_PRODUCT
玻	M_PRODUCT
璃	M_PRODUCT
基	M_PRODUCT
板	M_PRODUCT
料	M_PRODUCT
方	E_PRODUCT
的	O
整	O
体	O
性	O
能	O
参	O
数	O
测	O
试	O
及	O
全	O
性	O
能	O
优	O
化	O
整	O
合	O
，	O
并	O
建	O
立	O
了	O
与	O
和	O
辉	O
光	O
电	O
、	O
华	B_COMPANY
星	M_COMPANY
光	M_COMPANY
电	E_COMPANY
等	O
客	O
户	O
的	O
沟	O
通	O
渠	O
道	O
。	O
未	O
来	O
，	O
公	O
司	O
将	O
依	O
据	O
下	O
游	O
市	O
场	O
需	O
求	O
，	O
适	O
时	O
对	O
G	O
5	O
、	O
G	O
6	O
代	O
线	O
加	O
以	O
改	O
造	O
。	O
2	O
0	O
1	O
4	O
年	O
，	O
公	O
司	O
与	O
京	O
东	O
方	O
、	O
昆	B_COMPANY
山	M_COMPANY
龙	M_COMPANY
腾	M_COMPANY
光	M_COMPANY
电	M_COMPANY
有	M_COMPANY
限	M_COMPANY
公	M_COMPANY
司	E_COMPANY
已	O
签	O
订	O
战	O
略	O
合	O
作	O
协	O
议	O
，	O
向	O
下	O
游	O
面	O
板	O
生	O
产	O
厂	O
商	O
拓	O
展	O
面	B_PRODUCT
板	M_PRODUCT
生	M_PRODUCT
产	M_PRODUCT
线	M_PRODUCT
设	M_PRODUCT
备	E_PRODUCT
业	O
务	O
。	O
目	O
前	O
，	O
公	O
司	O
的	O
玻	B_PRODUCT
璃	M_PRODUCT
基	M_PRODUCT
板	E_PRODUCT
产	O
品	O
覆	O
盖	O
第	O
5	O
代	O
、	O
第	O
6	O
代	O
玻	O
璃	O
基	O
板	O
，	O
已	O
销	O
往	O
龙	O
腾	O
光	O
电	O
、	O
京	B_COMPANY
东	M_COMPANY
方	E_COMPANY
、	O
中	B_COMPANY
华	M_COMPANY
映	M_COMPANY
管	E_COMPANY
等	O
下	O
游	O
客	O
户	O
，	O
并	O
取	O
得	O
了	O
良	O
好	O
的	O
经	O
济	O
效	O
益	O
，	O
公	O
司	O
已	O
经	O
成	O
为	O
是	O
国	O
内	O
最	O
大	O
的	O
液	B_PRODUCT
晶	M_PRODUCT
玻	M_PRODUCT
璃	M_PRODUCT
基	M_PRODUCT
板	E_PRODUCT
生	O
产	O
商	O
。	O
2	O
0	O
1	O
5	O
年	O
公	O
司	O
通	O
过	O
股	O
权	O
收	O
购	O
和	O
增	O
资	O
的	O
方	O
式	O
获	O
得	O
江	O
苏	O
吉	O
星	O
新	O
材	O
料	O
有	O
限	O
公	O
司	O
5	O
0	O
.	O
5	O
%	O
的	O
股	O
权	O
，	O
成	O
功	O
切	O
入	O
蓝	B_PRODUCT
宝	M_PRODUCT
石	E_PRODUCT
领	O
域	O
，	O
目	O
前	O
公	O
司	O
拥	O
有	O
从	O
蓝	O
宝	O
石	O
晶	O
体	O
生	O
长	O
到	O
衬	O
底	O
、	O
窗	O
口	O
片	O
制	O
造	O
的	O
全	O
套	O
完	O
整	O
生	O
产	O
设	O
施	O
、	O
设	O
备	O
及	O
相	O
关	O
工	O
艺	O
技	O
术	O
，	O
产	O
品	O
涵	O
盖	O
大	B_PRODUCT
尺	M_PRODUCT
寸	M_PRODUCT
蓝	M_PRODUCT
宝	M_PRODUCT
石	M_PRODUCT
晶	M_PRODUCT
锭	E_PRODUCT
、	O
2	B_PRODUCT
-	M_PRODUCT
8	M_PRODUCT
英	M_PRODUCT
寸	M_PRODUCT
蓝	M_PRODUCT
宝	M_PRODUCT
石	M_PRODUCT
晶	M_PRODUCT
棒	E_PRODUCT
、	O
2	B_PRODUCT
-	M_PRODUCT
8	M_PRODUCT
英	M_PRODUCT
寸	M_PRODUCT
蓝	M_PRODUCT
宝	M_PRODUCT
石	M_PRODUCT
衬	M_PRODUCT
底	E_PRODUCT
、	O
光	B_PRODUCT
学	M_PRODUCT
窗	M_PRODUCT
口	M_PRODUCT
材	M_PRODUCT
料	E_PRODUCT
、	O
手	B_PRODUCT
机	M_PRODUCT
应	M_PRODUCT
用	M_PRODUCT
光	M_PRODUCT
学	M_PRODUCT
片	E_PRODUCT
、	O
激	B_PRODUCT
光	M_PRODUCT
美	M_PRODUCT
容	M_PRODUCT
晶	M_PRODUCT
条	E_PRODUCT
、	O
光	B_PRODUCT
通	M_PRODUCT
讯	M_PRODUCT
用	M_PRODUCT
蓝	M_PRODUCT
宝	M_PRODUCT
石	M_PRODUCT
封	M_PRODUCT
装	M_PRODUCT
条	E_PRODUCT
等	O
类	O
型	O
品	O
种	O
，	O
拥	O
有	O
徐	O
州	O
同	O
鑫	O
、	O
北	B_COMPANY
方	M_COMPANY
微	M_COMPANY
电	M_COMPANY
子	E_COMPANY
等	O
稳	O
定	O
客	O
户	O
，	O
报	O
告	O
期	O
亦	O
取	O
得	O
了	O
良	O
好	O
的	O
经	O
济	O
效	O
益	O
。	O
公	O
司	O
积	O
极	O
发	O
挥	O
规	O
模	O
效	O
应	O
，	O
整	O
合	O
公	O
司	O
的	O
研	O
发	O
、	O
供	O
应	O
链	O
、	O
客	O
户	O
等	O
资	O
源	O
，	O
优	O
化	O
业	O
务	O
流	O
程	O
，	O
降	O
低	O
采	O
购	O
、	O
生	O
产	O
、	O
营	O
销	O
成	O
本	O
，	O
发	O
挥	O
协	O
同	O
效	O
应	O
，	O
公	O
司	O
全	O
年	O
实	O
现	O
销	O
售	O
收	O
入	O
9	O
7	O
,	O
9	O
8	O
4	O
.	O
3	O
9	O
万	O
元	O
，	O
较	O
去	O
年	O
同	O
比	O
增	O
长	O
6	O
5	O
.	O
1	O
2	O
%	O
。	O
公	O
司	O
的	O
玻	O
璃	O
基	O
板	O
产	O
品	O
已	O
销	O
往	O
京	O
东	O
方	O
、	O
龙	O
腾	O
光	O
电	O
、	O
中	B_COMPANY
华	M_COMPANY
映	M_COMPANY
管	E_COMPANY
等	O
下	O
游	O
客	O
户	O
，	O
并	O
取	O
得	O
了	O
良	O
好	O
的	O
经	O
济	O
效	O
益	O
。	O
公	O
司	O
是	O
全	O
球	O
少	O
数	O
几	O
家	O
掌	O
握	O
液	O
晶	O
玻	O
璃	O
基	O
板	O
和	O
液	B_COMPANY
晶	M_COMPANY
玻	M_COMPANY
璃	E_COMPANY
基	O
板	O
成	O
套	O
装	O
备	O
生	O
产	O
技	O
术	O
的	O
企	O
业	O
，	O
为	O
郑	B_COMPANY
州	M_COMPANY
旭	M_COMPANY
飞	E_COMPANY
、	O
石	O
家	O
庄	O
旭	O
新	O
等	O
多	O
家	O
玻	O
璃	O
基	O
板	O
厂	O
商	O
提	O
供	O
了	O
成	O
套	O
设	O
备	O
及	O
技	O
术	O
服	O
务	O
。	O
坚	O
持	O
“	O
深	O
度	O
合	O
作	O
、	O
协	O
同	O
开	O
发	O
、	O
价	O
值	O
共	O
创	O
”	O
方	O
针	O
，	O
京	O
东	O
方	O
已	O
成	O
为	O
半	B_PRODUCT
导	M_PRODUCT
体	M_PRODUCT
显	M_PRODUCT
示	M_PRODUCT
领	M_PRODUCT
域	E_PRODUCT
世	O
界	O
顶	O
级	O
供	O
货	O
商	O
，	O
与	O
包	O
括	O
三	B_COMPANY
星	E_COMPANY
、	O
L	B_COMPANY
G	E_COMPANY
、	O
海	B_COMPANY
